REVIEW_TOTALS,REVIEW_SENTIMENT,REVIEW_DATE,DATE_SENTIMENT_ID
136,positive,2021-10-07,280984f6580ca6550832543dc77f9f78
29,negative,2021-10-06,4679068da3786e1f210f529848ce6167
71,neutral,2021-10-06,03434f1996a788979defed25816ddf4d
116,positive,2021-10-06,5a40599ee6395424f6a7be72f9e04fb3
14,negative,2021-10-05,2860cae69c803135dc96483d095694e0
64,neutral,2021-10-05,765fe976b1e424db92666413c996cda5
128,positive,2021-10-05,9c9d0bdd6a65ddd92fa8fdf667358ed5
31,negative,2021-10-04,d3d0ca672cc8310dc7d9b6ef1fff491e
109,neutral,2021-10-04,c0d3e4486c9e5405d3ea28671e78a8ef
231,positive,2021-10-04,ef0683f1f0dc90f1e3eab5179ba61ac8
68,negative,2021-10-03,f24205e917d29f23fc50d56284d44c48
200,neutral,2021-10-03,43a4c47ad2a358622e8814f1ae2f1e90
286,positive,2021-10-03,3a6151acaf1e393bcc7b62312ba6617f
22,negative,2021-10-02,5a4a26492acecb609938c0271ebdb0a8
84,neutral,2021-10-02,c9483dc01b253da8f500cc9638d790d6
130,positive,2021-10-02,71c8d011029ebf8bb2770ab53b0079dd
29,negative,2021-10-01,990197559bffb6fb1e23f533a4e38792
84,neutral,2021-10-01,8eef0feff90e3472ced227a075f4f7a5
194,positive,2021-10-01,66c2d8de31e2003eb1a9a39a87872db9
26,negative,2021-09-30,cd55ce4a37921c43a95523047ee3f8db
113,neutral,2021-09-30,463a5aa3a7c6cfa5b16e18729dad68a1
196,positive,2021-09-30,372c2d0519c48286075aa68c60e6e6ba
16,negative,2021-09-29,024067d73cadf963d11f0b91c28ab94e
75,neutral,2021-09-29,a7de1445b6f5dd405dfdd7f91cc0df6d
143,positive,2021-09-29,782a46e138223baa5175724e1701ba1f
19,negative,2021-09-28,9939accb395240b94cd688e5cf4cbb87
103,neutral,2021-09-28,46cb6fd616a705011db2751940d74274
188,positive,2021-09-28,3abcf564a03c247d9ea481ee53c3582c
49,negative,2021-09-27,05f19937845e94b698f2c4dba2a9c9f9
179,neutral,2021-09-27,3e0d2e215cbc94e0164f3b52688f82f2
351,positive,2021-09-27,399e6cfb9d15f63d21a457da235e1ada
90,negative,2021-09-26,37d4d2a7b7138142568b2729c524b35d
210,neutral,2021-09-26,fb7698b13b13586c64b8b80302caf389
302,positive,2021-09-26,5798b6a757c5ae56b81c5d0242ac4e25
28,negative,2021-09-25,351fcd44021f58d66dc8d89f48733a49
84,neutral,2021-09-25,abf392d2f5ba53dfecbd16c8f6e4e682
132,positive,2021-09-25,ccda042b87e75b916fcc40a9eff5c908
36,negative,2021-09-24,ea29f1d19310031902df4a13e38bc1c6
107,neutral,2021-09-24,0d429894a5f3489f4931f7d213f82dc3
148,positive,2021-09-24,239e7aa9ca9b1fb92150694fcc9b2214
24,negative,2021-09-23,3825330e0867dc26748514b5ebe426db
90,neutral,2021-09-23,616b0b00a6c89eec25fbe2dfb7a0e5c6
145,positive,2021-09-23,6661e54571df8219dd063df11aaad646
21,negative,2021-09-22,4ac2b6dcaea1f1d41955cde53c19c78a
59,neutral,2021-09-22,14e5002f3202d4e88fc68a90ec4c20a9
126,positive,2021-09-22,52d36a385a3fed762ebaf7214cb44232
18,negative,2021-09-21,d9b5df9fa32a91eeee136f6bcfce00da
66,neutral,2021-09-21,40ddccd3b0a6519cc2b233c6e2ce5479
119,positive,2021-09-21,4672e756a3d66975ade91f4571d67d5c
43,negative,2021-09-20,70b283ceed52bcca362d37fc57718cd4
131,neutral,2021-09-20,e5abd57c949e8661746e9002261939c5
228,positive,2021-09-20,34d3c357227b7decaa2b9835dc921a8f
94,negative,2021-09-19,687f5d608a8bd1d5997f96dc558ac78c
250,neutral,2021-09-19,7799327e6d9eaf5000ce3479fbd16928
285,positive,2021-09-19,f741041132279c72048fe2a00d79c5ee
17,negative,2021-09-18,5858a1473fa6d19fc3ca28b3603ab4ba
74,neutral,2021-09-18,5fcdc9ae61bfe1fbfee74eb8407bb198
144,positive,2021-09-18,0dd4b86283a86d4c2fb616b3a65551d6
17,negative,2021-09-17,cf2252d5c2c8868110b96a603d0835e8
107,neutral,2021-09-17,f179ef7945959fceb8a982a2c7eff23c
179,positive,2021-09-17,12fd95aec92127029c7a62d12b261b4d
18,negative,2021-09-16,97c532245b68b56133d6b653896535d8
86,neutral,2021-09-16,3c38b88870abd52c6f839fe40da03f95
127,positive,2021-09-16,7f31f84d10ee197ae020c826886acafb
18,negative,2021-09-15,877d714135522cb81ae50d80230fda8a
79,neutral,2021-09-15,d92333421b8678f646537bf8921463a4
125,positive,2021-09-15,5639b497485ed5621980b6b584988d74
14,negative,2021-09-14,e20ea4c93762c7dae8b5a64c8d7fa66b
64,neutral,2021-09-14,3adab5620f2a5aa2da4008d17a8ca8a0
118,positive,2021-09-14,9a12bbd2663e50a83bc4c54e927d6518
23,negative,2021-09-13,4cced6340f63805d082157394825e2d1
118,neutral,2021-09-13,b5eec87bbb0c93864388561ee6386095
203,positive,2021-09-13,9d6b3789a95d7072e5a708bf699faa6e
91,negative,2021-09-12,db0d756953a21a832b42164a37b65f9f
242,neutral,2021-09-12,41eda851e48cdd5ff7a9b2fce384e8a9
285,positive,2021-09-12,c8e60fef1a9190e86231db25512f2e8d
20,negative,2021-09-11,aaf870d6542431cf7bf8a84705971c3e
91,neutral,2021-09-11,ce797073afa34dd0cea6b1ca785cda19
95,positive,2021-09-11,908f8922d1329de92a05b1fb4a4ecd6d
26,negative,2021-09-10,f507a0dd5cc80bd6012fc3d5939e9e17
110,neutral,2021-09-10,33e3bf2c0faf62e58cc1db21a929a99b
146,positive,2021-09-10,0934c2386270c6808b8c5e4cf558401e
31,negative,2021-09-09,774bc874e890255af97f4090a6c4db38
91,neutral,2021-09-09,1210251380b76ca5724398c7519291f8
110,positive,2021-09-09,f0f77a33cd8b597cfa8795566c99df24
27,negative,2021-09-08,c7ca1a9e758b4795fbadbab431f9c816
74,neutral,2021-09-08,73a34e5a02457e2c6465449ee65f8b61
129,positive,2021-09-08,d33528567febbc9e04f7ce850775b79e
17,negative,2021-09-07,616fabdd77237b0314dfcd431b75c788
55,neutral,2021-09-07,d25e8a5296570a628829dc35845285d0
106,positive,2021-09-07,50d4eb5022de35497d7820827ef559c5
25,negative,2021-09-06,9d2447f54891e7901a828c32f7835de1
113,neutral,2021-09-06,621c9da4fac7785cd1a73a8dcb530329
211,positive,2021-09-06,6c098bfdf3903ef4cf4fc8e9d16d6f5d
73,negative,2021-09-05,c2cc268766e97884cbceb47d7d34a2a0
214,neutral,2021-09-05,48b53a173894a29742a5afeaa8fb0add
252,positive,2021-09-05,82ae6e7d3fac13d3ed6a828a53afde63
35,negative,2021-09-04,126080cc977f01913f389a021d360878
82,neutral,2021-09-04,43ea0d69165fb0f7621f7dfc48bd7f7a
127,positive,2021-09-04,15f78a7220a04e643ec497a26f3e6e14
38,negative,2021-09-03,b0185ba5a2b45d5ba90ead511ef984ee
100,neutral,2021-09-03,60b1b39206b8bc323b77a88b505fdc99
144,positive,2021-09-03,38f27d68655807c5a64547a91bfd8317
27,negative,2021-09-02,a3edbf1b68aac1468d2e19d2608acdc3
69,neutral,2021-09-02,c0a39f2eaf26f4f9a7b1737a7a1f5d3e
115,positive,2021-09-02,1ea03814d2078372c3f1a7052334792c
21,negative,2021-09-01,97840931dc51dc710a15276983ad5cfd
86,neutral,2021-09-01,11c272e93f2cfb0d4921989786531e22
153,positive,2021-09-01,a9879a7d05ccc01a1a21690d8b8f1627
23,negative,2021-08-31,b56b2944bc563c56673f71a84e20bedb
93,neutral,2021-08-31,68aac6be3f69cd8e2667e712729f4dad
145,positive,2021-08-31,95a3db67f6e8e54eb8a20e0ef90ac461
37,negative,2021-08-30,ab881f9ae52db95ee6035b19c8263dfe
155,neutral,2021-08-30,999bab0a03ef6a623360f95935cd913b
199,positive,2021-08-30,b8ea2c3ee7ea8428ad7b65a1046e9c24
91,negative,2021-08-29,408ddccd87887a10a6fe18b29bfee355
258,neutral,2021-08-29,0a82a4d9f455a8cdbaef2cefb1ae6a3b
292,positive,2021-08-29,b396d9db09357630405bb05cad3d01d7
28,negative,2021-08-28,6a593ef7d613e20c8dbab53842609f1a
132,neutral,2021-08-28,faabba5c67eb3b30d9ab7d5b354947c4
150,positive,2021-08-28,52c17728c8070f30abab3882105ed917
45,negative,2021-08-27,a19341d04a04a70a7c432529e09b5e6c
124,neutral,2021-08-27,4d5fc438aaeeeeb8e48089073b231209
146,positive,2021-08-27,4f84c9517841f677dbee31d13b32fcce
37,negative,2021-08-26,2565ac20737bfeed224dfac33402dc41
120,neutral,2021-08-26,7404999b8e1e6e7032357d30ff3bf131
123,positive,2021-08-26,3d8de43a8e5cba83e1877c5e73255445
23,negative,2021-08-25,04ebc903bc221a6d23b3fc522941b732
108,neutral,2021-08-25,8a1a5d4aba628eb18e295c2f63b451ea
132,positive,2021-08-25,a6d6a52d47cd56116fc145f78145609b
19,negative,2021-08-24,5a091b91dd96b6d0554506275072d581
91,neutral,2021-08-24,aa18ed2efc2f76bbf60428c745d4f5c2
137,positive,2021-08-24,4fa941e851e5ee8ca6c97bde9f54ebd8
50,negative,2021-08-23,2568470b7e7afa50fd59e990687fdcc2
148,neutral,2021-08-23,18ace2db210d2f0bbec2cbd9004f1a7c
208,positive,2021-08-23,a08c740ed74ab7fe50794b95b028b0b4
68,negative,2021-08-22,83ecf092afaddbe4320423747a30e554
215,neutral,2021-08-22,a961b135c69fc6b921a507a1475cea98
283,positive,2021-08-22,3e4ea08d4b6a7a7c55dfe6b89ccb8363
40,negative,2021-08-21,2a8285b7272170f1ce18282787cedc0f
158,neutral,2021-08-21,194c744c12117c48d60c29cdd095a5d5
144,positive,2021-08-21,4b571599b462ce81c58c895539e23bff
43,negative,2021-08-20,0337fb17a27fb87e9c017c521e1eccc7
154,neutral,2021-08-20,c899b9d3a61959ca766350e38fd31e66
162,positive,2021-08-20,fb3260fa569e9ea7ddd7cae6fbb3a075
29,negative,2021-08-19,893d0bd1a09cb5ca3cc5337106229841
112,neutral,2021-08-19,8e36e8997c8a1578b929a44caa139f97
145,positive,2021-08-19,ec6595043842dc78453a86de128975b8
32,negative,2021-08-18,786a753e347da1e2f18926fb0f91d626
95,neutral,2021-08-18,67543a95aafa2609372323324648d4d0
126,positive,2021-08-18,f2707894f585dee660db2784bb33320f
28,negative,2021-08-17,342f65515434470739f8a97ccdcd0d27
104,neutral,2021-08-17,ead91b2f8e692862f77b6005329f9605
128,positive,2021-08-17,77bdc3773eb4e72a8d70943fe58e768e
38,negative,2021-08-16,305b16aee8a0e50bfa760837cae627d7
147,neutral,2021-08-16,2fd7ded85ed7f90fb10a78a36e0e1287
196,positive,2021-08-16,acbcb566dd761522095516e3125857ce
94,negative,2021-08-15,f98b388bbde25d5b35c83d0c2b316384
213,neutral,2021-08-15,b978b2d8102b3c7adc5c3522cd9409d0
242,positive,2021-08-15,7ae6b0263dd85f808efd33e904ae6fcd
47,negative,2021-08-14,c9babf452ea5d4786371d8886726a8f6
114,neutral,2021-08-14,ad5896540d67c271c38ffe2d16580ae1
139,positive,2021-08-14,0c06fe9a992e649a18edefdf06f2f939
40,negative,2021-08-13,67996023f66d4481e7bf5dcbf5236e47
143,neutral,2021-08-13,9704a146f1a295ccc14ff6a6c4b9ecaa
173,positive,2021-08-13,9807ec5aec532bf253d0e1cf6093111b
34,negative,2021-08-12,35288d080a7d8a5471e3360f593f7c5b
134,neutral,2021-08-12,acfaf43ff2cb66bbcfb9d84ac8599748
126,positive,2021-08-12,f55ab4443d3fa029d509a6ad59fff811
37,negative,2021-08-11,960a98accd0cc30ee066203a4c545dd8
99,neutral,2021-08-11,b80af7aaf21736ad6f39779065951597
129,positive,2021-08-11,4bb0f5012af95239c15479bf29fac385
18,negative,2021-08-10,8c322eb54cfacbeb9aa62dd514c1d3ae
111,neutral,2021-08-10,4ce5add59b2d38a9e45dd90d767f58a9
95,positive,2021-08-10,59b380faab124cd6b90b1c0026f3bb35
54,negative,2021-08-09,16f92b38058b7471f63dec1f7dccd190
152,neutral,2021-08-09,d7988fce67e27bf882f0a7350dd61fe3
164,positive,2021-08-09,9687c973e3868f93284a5978cb4d1bc9
63,negative,2021-08-08,685e2218ae6e0d6c6ce6b63261cd7552
216,neutral,2021-08-08,08e6567b12620d05d3747700c898ad66
246,positive,2021-08-08,f03b9e0b3cbf301cbb1b7328aa9754b7
41,negative,2021-08-07,1a1584a5923aaa190b94b6b5b099c725
137,neutral,2021-08-07,1023e62fa25b102c6a795b2381725a36
124,positive,2021-08-07,99e0d1f2bce8a29e0818bf5adb5d4822
42,negative,2021-08-06,70842429e63beb9692aba616a4d9d293
144,neutral,2021-08-06,69211726f6c403bed0e5eceb4bdb6632
139,positive,2021-08-06,c8e1c2047e92c0a139669822a88e59d2
37,negative,2021-08-05,1b8f341b5b4d305b9c6e0758717828cf
93,neutral,2021-08-05,891d9ae9c30d00629879965b74ba0fef
114,positive,2021-08-05,88d4336438849b885b366690295ac87f
28,negative,2021-08-04,db8358e49a79d51293945f2ccf82f060
110,neutral,2021-08-04,1aff2f6e43e303d726358cd068da012d
118,positive,2021-08-04,2a10fd10f5f4467c624c62cdbcda9865
21,negative,2021-08-03,105242a8368eabe3adb306fdba02de1d
94,neutral,2021-08-03,dfea72f27a26b8e0057e228feedd7559
113,positive,2021-08-03,a825d0c89c207a665cf6327461a430ad
39,negative,2021-08-02,c63c7a843236b7e5e1639631806b0524
137,neutral,2021-08-02,f330bd31e8ff1c0fcd78a60f1c1d1bc2
181,positive,2021-08-02,c750eeac9db4973ea94a5804dc940f8f
73,negative,2021-08-01,4c3b017324d5f5c0ad189235fa36ca9a
201,neutral,2021-08-01,c9bec1486922ad8a1e1b753f6805609e
246,positive,2021-08-01,efd2716a857c0c11463e836b0d1a8b3f
34,negative,2021-07-31,0957e08c90dea310511c10cacd3c274b
155,neutral,2021-07-31,a630e8ce83f8cd1eda7b88d6f45db373
158,positive,2021-07-31,7084b90cac15daef9dd33970668abaa3
35,negative,2021-07-30,3e7e2c96dd1e7d3b12243f7e029bc07c
123,neutral,2021-07-30,71a8c8f99d39f3ae38942a020024e05c
155,positive,2021-07-30,78af488245f97e4ebe5b5cee3a815249
37,negative,2021-07-29,46d76942dda48ee83ae9ef295abea3a0
90,neutral,2021-07-29,4dbe124fa10842471252f9f23b96deb0
128,positive,2021-07-29,7ad96028f2ac4319f407b2d8f1a288aa
19,negative,2021-07-28,91615eed9e6f3b5590cdf8e0b0092954
83,neutral,2021-07-28,48ab4860800e11619903095c8bad93c2
112,positive,2021-07-28,af7cb9cd3615ef3f5f52fe41913f99ca
22,negative,2021-07-27,1274a66ea5974fd9fefe1ad6a28b9a5c
82,neutral,2021-07-27,a89b5f1e16768f0d6bcb0132dd8fd3ab
119,positive,2021-07-27,d56f7a8333dbb7925d03d5ec52d346e0
38,negative,2021-07-26,fc4b9895ee6fa80b6bd8fa59db5e11e6
98,neutral,2021-07-26,5f55843254740f7a2f27feb6335fb533
170,positive,2021-07-26,8a7f612fba0388d5d415e7470a69fa39
72,negative,2021-07-25,45dc2d5f9bb359efc5656fd97ef4c67c
207,neutral,2021-07-25,07e973da253e1be6239a31a6f0b8e3f2
219,positive,2021-07-25,c1d4e6aa368e76f82303422b7d4cb7a6
29,negative,2021-07-24,460b24280f50d51c11a01e56c65fa1f7
100,neutral,2021-07-24,36e26a578b26ec83319a15070bba0b61
92,positive,2021-07-24,ec4cd0580eaf808fdd750d9c2f98fab2
34,negative,2021-07-23,774b04f1273acd3261c9460680895abd
98,neutral,2021-07-23,351c8f9b7b71323b94e4c803817cbce7
163,positive,2021-07-23,23d53f4ff268ffb95b40599ed2438d4c
28,negative,2021-07-22,5f53b51550efa5b7b8942afb145a85a7
79,neutral,2021-07-22,a7d9cd04cef9d610cbef88e4169d80b9
90,positive,2021-07-22,68894a316749f7d995a2cf90eb752cda
16,negative,2021-07-21,d76be144aeb7e8c04c4317caf27acf6f
74,neutral,2021-07-21,49a9c59f94d2262bfc3e508b214239ca
107,positive,2021-07-21,90e79cd54d4b74f215fd34f4df06dd03
21,negative,2021-07-20,9d37c7b05c5bc034b78eb7f0c3301fc7
51,neutral,2021-07-20,55bfc9d945007cc360032ac96f69177f
93,positive,2021-07-20,67055311f042e6caede412c268585e65
27,negative,2021-07-19,3e5039fc0ee55026564627a25e5c5e7e
94,neutral,2021-07-19,3bb115f1a30216ce4b9465c74fd588d9
146,positive,2021-07-19,3c4779df393ed6a0637a709412eb7edf
71,negative,2021-07-18,ee94d071045ed2960b39e1983da7b430
182,neutral,2021-07-18,af325766657d8c0939c1d4f21c96441b
229,positive,2021-07-18,eba3f5d5a6711ba7bb9eba77ca8cb31d
28,negative,2021-07-17,b160ee6ecba51afe2acc06b23e946f82
82,neutral,2021-07-17,1fcbbe142fb171166d8ecbffb7f1cba0
97,positive,2021-07-17,fcfa672a83466b556c49d57e635b382a
21,negative,2021-07-16,8c854446aa2f8018faa87decd6087f8e
100,neutral,2021-07-16,c6472a567c16387e320fe2b10ddc9d8c
123,positive,2021-07-16,d238d05516fc8bc1e62996810e031694
25,negative,2021-07-15,c4e2651f367e86b8cec8a53d151771b9
88,neutral,2021-07-15,98ba5f996d31c278ba45d7e9cb3ce264
93,positive,2021-07-15,57ebb9b6d7182c65852a97581300583b
28,negative,2021-07-14,2d1538bb87f57068b4ebf7fa829c37f6
69,neutral,2021-07-14,18c15d47ba663d01d0cb61ece4bc4411
88,positive,2021-07-14,e1cb1537675e6679b4981b0a1170c62b
17,negative,2021-07-13,bb8f5a3e5025128b4c1c92ab22b7531b
65,neutral,2021-07-13,98b314b370698233c21d1eafef6226bd
74,positive,2021-07-13,35b75376750517683e871d33b862d085
20,negative,2021-07-12,bd436155bced9d0b76d89a91a00b59fc
85,neutral,2021-07-12,b4bcecf63f92418f6c99c29a49b513ef
116,positive,2021-07-12,012cfc541212f1cd69a3c0a0491e9191
71,negative,2021-07-11,769fde224b9fb05abc035e6f08b06e5f
170,neutral,2021-07-11,50ad765209ef01a0065c6fd3e791fddd
192,positive,2021-07-11,15062ab2adc5943d6b37b0c257907668
18,negative,2021-07-10,4429c74d9ab99276e52d1b70365f1e45
56,neutral,2021-07-10,5155d883042ff7a125ab36399a3f66e6
118,positive,2021-07-10,206a0b4e98606d3ba7caaab294c1f73e
14,negative,2021-07-09,3c913181ae729b1bf7c02417521e6f9f
75,neutral,2021-07-09,c4f8d74f9619f8057c589d869a55fee8
102,positive,2021-07-09,ae92a3f0b5431255b90924ac02e7967e
18,negative,2021-07-08,4e00e5062c7d8d8862b82b12488a4172
50,neutral,2021-07-08,cad732eae312fa8f537cf23a9521bda5
88,positive,2021-07-08,9687187406cbc3456f00407c15dc4e68
11,negative,2021-07-07,6e53d926821ca21e650dfcf5ac7f2d7f
67,neutral,2021-07-07,9eefa52c9934b3d7fb8154ef7329a2d4
80,positive,2021-07-07,0ae24813d914d56bb9e7392c31b186a2
26,negative,2021-07-06,fd49c45041dd92e478f276ca40b6fb65
35,neutral,2021-07-06,95367fe975f5378302238820fefb16b7
76,positive,2021-07-06,948bdf2be7319e756a360033518bed36
29,negative,2021-07-05,d632fe673e839cc8e2e8e555bd7470a8
71,neutral,2021-07-05,7bbe07ab82a5385aa0a7901c87985e0d
114,positive,2021-07-05,3da0872377495142133250190fb87b81
66,negative,2021-07-04,aa1b0b6b02c54f6734e58f5ebfda4ba9
152,neutral,2021-07-04,d2e9ef8cccae96a47886138813b29aed
184,positive,2021-07-04,c7ec1d434cec4bc8da39c1df3acc515b
24,negative,2021-07-03,eb24376892163e68e7b5c55f2ff40d97
44,neutral,2021-07-03,b66395c374154a4ffffe12309f64e76f
62,positive,2021-07-03,f87faabe8789b812db153333154ecd9c
19,negative,2021-07-02,aac2a4953467555a9bbdd3c18aa23369
50,neutral,2021-07-02,5e7f545e1d7f4925fd950343ce20a82d
77,positive,2021-07-02,fdb9667169f482f5ba0c1d69a513c005
21,negative,2021-07-01,84bbebc14b05b9606144612c3147d4a7
56,neutral,2021-07-01,9c1c52bf1dd27cfdc6680d55c494e768
78,positive,2021-07-01,f8e2ec6b672377f340b98a9773329cb4
23,negative,2021-06-30,2e3ad38a1b0116dd2925f849f14903e1
64,neutral,2021-06-30,26f827c81eabd70ea70841330e83aaac
95,positive,2021-06-30,ddee94695fa9cbd659aee6f8351b66e6
19,negative,2021-06-29,5d9f3dc0cba4da57ecbc60d24608a653
47,neutral,2021-06-29,5727c36ba20bc5f30694e3c711694c29
58,positive,2021-06-29,1f8af84211fc205c6f387484551b5b26
25,negative,2021-06-28,7799fd20bdfec7a08d01cdd3840ac45d
54,neutral,2021-06-28,f2a7d3ed58b4a556bc5812d077db5d9d
107,positive,2021-06-28,249224ad664dceaa606eec8d98d2ee6c
68,negative,2021-06-27,4dabf8930b4c0216b219db663b69d57d
135,neutral,2021-06-27,529a67079886d2df91d22286c06aa196
133,positive,2021-06-27,a29cb080b8471409bc7fc71928623110
20,negative,2021-06-26,c1852c61cd2bdaaa26ad1075c3f02ce2
47,neutral,2021-06-26,c876bd412f8bb0532e36e5e02ffd6d9f
55,positive,2021-06-26,c9ef1fcb970b3c43037afdcf59055775
17,negative,2021-06-25,3c9a8340678dd9e4befee8fbd7d2d2cf
52,neutral,2021-06-25,deb3d01aa8efbf55f0f34773702c9b6d
82,positive,2021-06-25,f578d576a80646f5cd8bbb8532ca7462
11,negative,2021-06-24,62b4d5994f59078e8559fe2e1f1fd6bf
41,neutral,2021-06-24,b2a9729579fc00ef49cb6ff4886906b7
65,positive,2021-06-24,ebaae04ac59f31f2e850becd678f6f47
22,negative,2021-06-23,8779d45b686cdd546d38aaaa05af975a
36,neutral,2021-06-23,a4e3abcdd390479ca45a46ea7c32dc72
44,positive,2021-06-23,a50c92f840a94966e6382dbd7df2330a
10,negative,2021-06-22,19698d304d331e765912f80f84ac927b
32,neutral,2021-06-22,fb2b7e09040a8cb930c155e3be122858
51,positive,2021-06-22,38c4894596e819a9af963e31dd82c72c
20,negative,2021-06-21,05ec9e5d58517a8e52f0c99164321eea
66,neutral,2021-06-21,3f9b0695181d3320fc8355f3c00fbff0
83,positive,2021-06-21,53a0c8c0ac97f300f04966a089d617e2
66,negative,2021-06-20,083edfa4527f06d648f9577a6275f73b
131,neutral,2021-06-20,2fa851236028273ef52394e042019d17
157,positive,2021-06-20,19d9f9d776c52ac5e9d0fbe83f4d4ea1
15,negative,2021-06-19,1b53d365be99c4b63085cfddd92273f0
42,neutral,2021-06-19,e1da50be1500b24e3a9484cdd1d26843
52,positive,2021-06-19,ccb20f60e87e42fc96f2c05defa2ca27
19,negative,2021-06-18,e1b705f6c1d918621e0a68fdb4e87fb9
42,neutral,2021-06-18,cfbb69463f11d2c594da1ebdd0a8a4b6
50,positive,2021-06-18,c9c6cc0deee88df70cc038f145d8199a
11,negative,2021-06-17,9b1275c4ab883eb0d78ee9d03502438e
35,neutral,2021-06-17,a126664ba8b5df8ad89e18ccce3a3a02
43,positive,2021-06-17,830ee3a10b83980e490758334a4f2c88
14,negative,2021-06-16,6b64f034b5f65d91b5886d7e897f4871
33,neutral,2021-06-16,e54e32c344726485c9d83a8346856401
38,positive,2021-06-16,2eba539fabe008bfa6dd59288d84da44
12,negative,2021-06-15,87593d44626411488d001ae1ba528319
44,neutral,2021-06-15,9cec3933f1d8f74475c6379fa32d16cc
37,positive,2021-06-15,b846c4c6843d1acd3335243b88f9ec59
24,negative,2021-06-14,94eeddbfa8d985690744c353bba3e4e2
47,neutral,2021-06-14,e80897754f7bd420183db55e7db8f156
62,positive,2021-06-14,e28d7d48decb771c6d5d67b8732a0945
43,negative,2021-06-13,b9bfe8e941d126eea4dd8c6da8cc6c1b
109,neutral,2021-06-13,e0793ffc2b045a1d0f0159b05561bf7b
119,positive,2021-06-13,83322c6792b154eaacbb60805219169b
21,negative,2021-06-12,16b279190c8a2d21d1daaf709eec009f
38,neutral,2021-06-12,14e5221f89380d5e6bf2fd9ae4fcc55d
54,positive,2021-06-12,2d451b5246d95687e136a079cb084edd
16,negative,2021-06-11,b50e46f6829bf7d2482c3f23ab0c70d5
57,neutral,2021-06-11,84d8c3e0a76dd584cf1addda4c02cfe1
46,positive,2021-06-11,19538ea1cb6942cacc7ed44fc848feb1
12,negative,2021-06-10,05115e1b5646a854154b058ffeb8d5eb
39,neutral,2021-06-10,83998c498766554e27a53882856887c6
