product_id,product_code,product_name,description,supplier_company,standard_cost,list_price,reorder_level,target_level,quantity_per_unit,discontinued,minimum_reorder_quantity,category,inventory_id,transaction_type,transaction_created_date,transaction_modified_date,ipd,quantity,purchase_order_id,customer_order_id,comments,insertion_timestamp
56,NWTP-56,Northwind Traders Gnocchi,,Supplier A,28.5,38.0,30,120,24 - 250 g pkgs.,0,30,Pasta,38,1,2006-03-22,3/22/2006 16:03:09,56,120,,,,2025-08-07 13:58:07.013-04
7,NWTDFN-7,Northwind Traders Dried Pears,,Supplier B,22.5,30.0,10,40,12 - 1 lb pkgs.,0,10,Dried Fruit & Nuts,41,1,2006-03-22,3/22/2006 16:03:47,7,40,,,,2025-08-07 13:58:07.013-04
66,NWTS-66,Northwind Traders Tomato Sauce,,Supplier H,12.75,17.0,20,80,24 - 8 oz jars,0,20,Sauces,58,1,2006-03-22,3/22/2006 16:05:32,66,80,,,,2025-08-07 13:58:07.013-04
81,NWTB-81,Northwind Traders Green Tea,,Supplier C,2.0,2.99,100,125,20 bags per box,0,25,Beverages,73,2,2006-03-24,3/24/2006 10:41:42,81,200,,,"Fill Back Ordered product, Order #40",2025-08-07 13:58:07.013-04
34,NWTB-34,Northwind Traders Beer,,Supplier D,10.5,14.0,15,60,24 - 12 oz bottles,0,15,Beverages,82,1,2006-03-24,3/24/2006 10:54:58,34,100,,,,2025-08-07 13:58:07.013-04
41,NWTSO-41,Northwind Traders Clam Chowder,,Supplier F,7.2375,9.65,10,40,12 - 12 oz cans,0,10,Soups,94,2,2006-03-24,4/4/2006 11:06:13,41,30,,,,2025-08-07 13:58:07.013-04
8,NWTS-8,Northwind Traders Curry Sauce,,Supplier H,30.0,40.0,10,40,12 - 12 oz jars,0,10,Sauces,105,1,2006-04-04,4/4/2006 11:01:55,8,25,,,,2025-08-07 13:58:07.013-04
19,NWTBGM-19,Northwind Traders Chocolate Biscuits Mix,,Supplier A,6.9,9.2,5,20,10 boxes x 12 pieces,0,5,Baked Goods & Mixes,109,1,2006-04-04,4/4/2006 11:02:37,19,25,,,,2025-08-07 13:58:07.013-04
80,NWTDFN-80,Northwind Traders Dried Plums,,Supplier B,3.0,3.5,50,75,1 lb bag,0,25,Dried Fruit & Nuts,35,1,2006-03-22,3/22/2006 16:02:28,80,75,,,,2025-08-07 13:58:07.013-04
52,NWTG-52,Northwind Traders Long Grain Rice,,Supplier A,5.25,7.0,25,100,16 - 2 kg boxes,0,25,Grains,37,1,2006-03-22,3/22/2006 16:03:04,52,100,,,,2025-08-07 13:58:07.013-04
3,NWTCO-3,Northwind Traders Syrup,,Supplier J,7.5,10.0,25,100,12 - 550 ml bottles,0,25,Condiments,54,1,2006-03-22,3/22/2006 16:05:07,3,100,,,,2025-08-07 13:58:07.013-04
81,NWTB-81,Northwind Traders Green Tea,,Supplier C,2.0,2.99,100,125,20 bags per box,0,25,Beverages,62,1,2006-03-22,3/22/2006 16:06:03,81,125,,,,2025-08-07 13:58:07.013-04
7,NWTDFN-7,Northwind Traders Dried Pears,,Supplier B,22.5,30.0,10,40,12 - 1 lb pkgs.,0,10,Dried Fruit & Nuts,64,2,2006-03-22,3/22/2006 16:08:59,7,10,,,,2025-08-07 13:58:07.013-04
4,NWTCO-4,Northwind Traders Cajun Seasoning,,Supplier J,16.5,22.0,10,40,48 - 6 oz jars,0,10,Condiments,85,2,2006-03-24,4/4/2006 11:41:14,4,10,,,,2025-08-07 13:58:07.013-04
34,NWTB-34,Northwind Traders Beer,,Supplier D,10.5,14.0,15,60,24 - 12 oz bottles,0,15,Beverages,96,3,2006-03-30,3/30/2006 16:46:34,34,12,,,,2025-08-07 13:58:07.013-04
,,,,,,,,,,,,,68,2,2006-03-22,3/22/2006 16:10:27,43,20,,,,2025-08-07 13:58:07.013-04
,,,,,,,,,,,,,52,1,2006-03-22,3/22/2006 16:04:41,74,20,,,,2025-08-07 13:58:07.013-04
,,,,,,,,,,,,,121,2,2006-04-04,4/4/2006 11:36:47,6,90,,,,2025-08-07 13:58:07.013-04
,,,,,,,,,,,,,77,2,2006-03-24,3/24/2006 10:56:57,43,300,,,"Fill Back Ordered product, Order #38",2025-08-07 13:58:07.013-04
,,,,,,,,,,,,,84,2,2006-03-24,4/4/2006 11:41:14,6,10,,,,2025-08-07 13:58:07.013-04
,,,,,,,,,,,,,103,1,2006-04-04,4/4/2006 11:01:35,43,250,,,,2025-08-07 13:58:07.013-04
,,,,,,,,,,,,,134,2,2006-04-04,4/4/2006 11:43:08,20,40,,,,2025-08-07 13:58:07.013-04
,,,,,,,,,,,,,126,2,2006-04-04,4/4/2006 11:38:53,43,5,,,,2025-08-07 13:58:07.013-04
,,,,,,,,,,,,,40,1,2006-03-22,3/22/2006 16:03:40,6,100,,,,2025-08-07 13:58:07.013-04
,,,,,,,,,,,,,43,1,2006-03-22,3/22/2006 16:04:02,14,40,,,,2025-08-07 13:58:07.013-04
,,,,,,,,,,,,,46,1,2006-03-22,3/22/2006 16:04:17,20,40,,,,2025-08-07 13:58:07.013-04
,,,,,,,,,,,,,61,1,2006-03-22,3/22/2006 16:06:00,43,100,,,,2025-08-07 13:58:07.013-04
,,,,,,,,,,,,,130,2,2006-04-04,4/4/2006 11:40:38,74,20,,,,2025-08-07 13:58:07.013-04
,,,,,,,,,,,,,104,3,2006-04-04,4/4/2006 11:01:37,43,300,,,"Fill Back Ordered product, Order #41",2025-08-07 13:58:07.013-04
,,,,,,,,,,,,,76,1,2006-03-24,3/24/2006 10:53:36,43,300,,,,2025-08-07 13:58:07.013-04
,,,,,,,,,,,,,89,3,2006-03-24,3/24/2006 14:50:14,43,25,,,,2025-08-07 13:58:07.013-04
