REVIEW_DATE,nps_daily,reviews_daily,nps_28d,reviews_28d
2011-02-06 00:00:00,-1.0,1,0.6,10
2011-02-09 00:00:00,0.0,1,0.4444444444444444,9
2011-02-14 00:00:00,1.0,1,0.4444444444444444,9
2011-02-15 00:00:00,1.0,1,0.5555555555555556,9
2011-02-19 00:00:00,0.0,1,0.4444444444444444,9
2011-02-20 00:00:00,1.0,1,0.5,10
2011-02-26 00:00:00,1.0,1,0.5,10
2011-02-28 00:00:00,1.0,1,0.5,8
2011-03-01 00:00:00,1.0,1,0.5555555555555556,9
2011-03-07 00:00:00,1.0,2,0.8,10
2011-03-08 00:00:00,1.0,1,0.8181818181818182,11
2011-03-12 00:00:00,0.0,1,0.8181818181818182,11
2011-03-14 00:00:00,1.0,2,0.8333333333333334,12
2011-03-15 00:00:00,1.0,2,0.8461538461538461,13
2011-03-16 00:00:00,1.0,1,0.8571428571428571,14
2011-03-22 00:00:00,1.0,1,0.9230769230769231,13
2011-03-27 00:00:00,1.0,1,0.9230769230769231,13
2011-03-29 00:00:00,1.0,1,0.9166666666666666,12
2011-03-30 00:00:00,1.0,1,0.9230769230769231,13
2011-04-04 00:00:00,1.0,1,0.9166666666666666,12
2011-04-05 00:00:00,1.0,3,0.9285714285714286,14
2011-04-06 00:00:00,0.0,1,0.8666666666666667,15
2011-04-09 00:00:00,1.0,2,0.9375,16
2011-04-11 00:00:00,1.0,1,0.9333333333333333,15
2011-04-14 00:00:00,0.0,1,0.8461538461538461,13
2011-04-18 00:00:00,1.0,3,0.875,16
2011-04-21 00:00:00,1.0,1,0.875,16
2011-04-22 00:00:00,1.0,1,0.8823529411764706,17
2011-04-26 00:00:00,1.0,1,0.875,16
2011-04-28 00:00:00,0.5,2,0.8235294117647058,17
2011-04-30 00:00:00,1.0,1,0.8333333333333334,18
2011-05-01 00:00:00,0.0,1,0.7894736842105263,19
2011-05-02 00:00:00,1.0,2,0.8,20
2011-05-05 00:00:00,0.0,1,0.7647058823529411,17
2011-05-08 00:00:00,1.0,1,0.75,16
2011-05-09 00:00:00,1.0,1,0.75,16
2011-05-10 00:00:00,1.0,1,0.7647058823529411,17
2011-05-14 00:00:00,1.0,1,0.8235294117647058,17
2011-05-16 00:00:00,1.0,3,0.8235294117647058,17
2011-05-17 00:00:00,1.0,2,0.8421052631578947,19
2011-05-18 00:00:00,1.0,1,0.85,20
2011-05-19 00:00:00,1.0,1,0.85,20
2011-05-20 00:00:00,0.5,2,0.8095238095238095,21
2011-05-23 00:00:00,1.0,2,0.8260869565217391,23
2011-05-24 00:00:00,1.0,1,0.8260869565217391,23
2011-05-28 00:00:00,1.0,1,0.8571428571428571,21
2011-05-30 00:00:00,1.0,1,0.8947368421052632,19
2011-05-31 00:00:00,1.0,1,0.9,20
2011-06-01 00:00:00,0.0,1,0.8571428571428571,21
2011-06-02 00:00:00,0.5,2,0.8636363636363636,22
2011-06-05 00:00:00,1.0,1,0.8636363636363636,22
2011-06-06 00:00:00,-1.0,1,0.7727272727272727,22
2011-06-07 00:00:00,0.5,2,0.7391304347826086,23
2011-06-09 00:00:00,0.6666666666666666,3,0.7307692307692307,26
2011-06-11 00:00:00,1.0,1,0.7307692307692307,26
2011-06-12 00:00:00,1.0,1,0.7407407407407407,27
2011-06-13 00:00:00,1.0,4,0.75,28
2011-06-14 00:00:00,1.0,1,0.7407407407407407,27
2011-06-15 00:00:00,1.0,1,0.7407407407407407,27
2011-06-17 00:00:00,1.0,1,0.76,25
2011-06-18 00:00:00,1.0,2,0.7777777777777778,27
2011-06-19 00:00:00,1.0,1,0.7857142857142857,28
2011-06-20 00:00:00,1.0,2,0.7857142857142857,28
2011-06-23 00:00:00,0.5,2,0.7586206896551724,29
2011-06-24 00:00:00,1.0,1,0.7666666666666667,30
2011-06-25 00:00:00,1.0,1,0.7666666666666667,30
2011-06-28 00:00:00,1.0,1,0.7586206896551724,29
2011-06-29 00:00:00,1.0,2,0.8,30
2011-06-30 00:00:00,1.0,1,0.8275862068965517,29
2011-07-01 00:00:00,1.0,1,0.8333333333333334,30
2011-07-02 00:00:00,1.0,1,0.8387096774193549,31
2011-07-03 00:00:00,1.0,2,0.84375,32
2011-07-05 00:00:00,0.5,2,0.9032258064516129,31
2011-07-06 00:00:00,1.0,2,0.9090909090909091,33
2011-07-09 00:00:00,1.0,1,0.9333333333333333,30
2011-07-11 00:00:00,1.0,1,0.9230769230769231,26
2011-07-12 00:00:00,1.0,3,0.9285714285714286,28
2011-07-14 00:00:00,0.5,2,0.896551724137931,29
2011-07-15 00:00:00,1.0,2,0.9,30
2011-07-20 00:00:00,1.0,2,0.8888888888888888,27
2011-07-21 00:00:00,1.0,4,0.9310344827586207,29
2011-07-23 00:00:00,1.0,3,0.9333333333333333,30
2011-07-24 00:00:00,1.0,2,0.9375,32
2011-07-25 00:00:00,0.5,2,0.9117647058823529,34
2011-07-27 00:00:00,1.0,1,0.90625,32
2011-07-30 00:00:00,1.0,1,0.9,30
2011-08-01 00:00:00,1.0,1,0.896551724137931,29
2011-08-02 00:00:00,1.0,1,0.9285714285714286,28
2011-08-04 00:00:00,1.0,2,0.9285714285714286,28
2011-08-07 00:00:00,0.0,1,0.8928571428571429,28
2011-08-10 00:00:00,1.0,1,0.88,25
2011-08-12 00:00:00,0.5,2,0.8695652173913043,23
2011-08-15 00:00:00,0.0,2,0.8,25
2011-08-16 00:00:00,1.0,1,0.8076923076923077,26
2011-08-18 00:00:00,1.0,1,0.7619047619047619,21
2011-08-19 00:00:00,0.5,2,0.7391304347826086,23
2011-08-20 00:00:00,0.0,1,0.6666666666666666,21
2011-08-21 00:00:00,1.0,1,0.65,20
2011-08-22 00:00:00,1.0,1,0.6842105263157895,19
2011-08-26 00:00:00,1.0,1,0.6842105263157895,19
2011-08-27 00:00:00,1.0,1,0.6842105263157895,19
2011-08-28 00:00:00,0.0,1,0.65,20
2011-08-29 00:00:00,1.0,1,0.65,20
2011-08-30 00:00:00,1.0,2,0.6666666666666666,21
2011-09-03 00:00:00,-1.0,1,0.55,20
2011-09-04 00:00:00,1.0,1,0.6,20
2011-09-05 00:00:00,1.0,1,0.6190476190476191,21
2011-09-06 00:00:00,1.0,3,0.6666666666666666,24
2011-09-09 00:00:00,1.0,2,0.6956521739130435,23
2011-09-10 00:00:00,1.0,2,0.72,25
2011-09-12 00:00:00,1.0,1,0.7916666666666666,24
2011-09-13 00:00:00,1.0,2,0.8,25
2011-09-14 00:00:00,1.0,3,0.8214285714285714,28
2011-09-15 00:00:00,1.0,1,0.8214285714285714,28
2011-09-18 00:00:00,1.0,1,0.88,25
2011-09-19 00:00:00,0.5,2,0.8461538461538461,26
2011-09-20 00:00:00,0.0,1,0.8148148148148148,27
2011-09-23 00:00:00,1.0,2,0.8214285714285714,28
2011-09-24 00:00:00,1.0,2,0.8275862068965517,29
2011-09-25 00:00:00,1.0,1,0.8620689655172413,29
2011-09-26 00:00:00,1.0,1,0.8620689655172413,29
2011-09-27 00:00:00,1.0,2,0.8620689655172413,29
2011-09-28 00:00:00,1.0,3,0.875,32
2011-09-30 00:00:00,1.0,3,0.8857142857142857,35
2011-10-03 00:00:00,1.0,3,0.9428571428571428,35
2011-10-04 00:00:00,0.3333333333333333,3,0.8857142857142857,35
2011-10-05 00:00:00,1.0,1,0.8888888888888888,36
2011-10-07 00:00:00,0.5,2,0.8611111111111112,36
2011-10-08 00:00:00,1.0,2,0.8611111111111112,36
2011-10-09 00:00:00,0.5,2,0.8421052631578947,38
2011-10-10 00:00:00,1.0,1,0.8421052631578947,38
2011-10-11 00:00:00,0.75,4,0.825,40
2011-10-12 00:00:00,1.0,2,0.8205128205128205,39
2011-10-16 00:00:00,1.0,2,0.8205128205128205,39
2011-10-17 00:00:00,1.0,3,0.85,40
2011-10-18 00:00:00,1.0,2,0.8780487804878049,41
2011-10-19 00:00:00,1.0,1,0.8809523809523809,42
2011-10-20 00:00:00,1.0,3,0.8888888888888888,45
2011-10-22 00:00:00,1.0,1,0.8809523809523809,42
2011-10-24 00:00:00,0.6666666666666666,3,0.8604651162790697,43
2011-10-25 00:00:00,1.0,3,0.8636363636363636,44
2011-10-27 00:00:00,1.0,2,0.8604651162790697,43
2011-10-28 00:00:00,1.0,1,0.8536585365853658,41
2011-10-29 00:00:00,1.0,1,0.8571428571428571,42
2011-11-01 00:00:00,0.8,5,0.8780487804878049,41
2011-11-02 00:00:00,0.6666666666666666,3,0.8604651162790697,43
2011-11-05 00:00:00,0.6666666666666666,3,0.8571428571428571,42
2011-11-07 00:00:00,1.0,3,0.8809523809523809,42
2011-11-08 00:00:00,1.0,1,0.8974358974358975,39
2011-11-09 00:00:00,1.0,1,0.8947368421052632,38
2011-11-10 00:00:00,0.3333333333333333,3,0.8536585365853658,41
2011-11-11 00:00:00,0.5,2,0.8372093023255814,43
2011-11-12 00:00:00,1.0,1,0.8409090909090909,44
2011-11-13 00:00:00,0.5,2,0.8181818181818182,44
2011-11-14 00:00:00,1.0,3,0.8181818181818182,44
2011-11-15 00:00:00,1.0,1,0.813953488372093,43
2011-11-18 00:00:00,1.0,1,0.8,40
2011-11-19 00:00:00,0.0,1,0.775,40
2011-11-20 00:00:00,1.0,1,0.7804878048780488,41
2011-11-21 00:00:00,1.0,2,0.8,40
2011-11-22 00:00:00,0.5,2,0.7692307692307693,39
2011-11-24 00:00:00,0.0,1,0.7368421052631579,38
2011-11-25 00:00:00,1.0,2,0.7435897435897436,39
2011-11-28 00:00:00,0.5,2,0.725,40
2011-11-29 00:00:00,1.0,2,0.7297297297297297,37
2011-11-30 00:00:00,1.0,1,0.7428571428571429,35
2011-12-01 00:00:00,0.0,1,0.7222222222222222,36
2011-12-02 00:00:00,1.0,2,0.7368421052631579,38
2011-12-03 00:00:00,1.0,1,0.75,36
2011-12-05 00:00:00,1.0,1,0.7352941176470589,34
2011-12-06 00:00:00,0.5,4,0.7027027027027027,37
2011-12-07 00:00:00,0.5,2,0.6842105263157895,38
2011-12-08 00:00:00,1.0,1,0.7222222222222222,36
2011-12-11 00:00:00,0.5,2,0.7272727272727273,33
2011-12-12 00:00:00,0.8571428571428571,7,0.7297297297297297,37
2011-12-17 00:00:00,1.0,2,0.75,36
2011-12-20 00:00:00,1.0,1,0.75,32
2011-12-21 00:00:00,1.0,1,0.7575757575757576,33
2011-12-22 00:00:00,1.0,2,0.7941176470588235,34
2011-12-27 00:00:00,0.5,2,0.7666666666666667,30
2011-12-28 00:00:00,-1.0,1,0.7,30
2011-12-30 00:00:00,1.0,1,0.7142857142857143,28
2011-12-31 00:00:00,1.0,1,0.7142857142857143,28
2012-01-02 00:00:00,1.0,3,0.7333333333333333,30
2012-01-03 00:00:00,0.6666666666666666,3,0.7586206896551724,29
2012-01-04 00:00:00,0.75,4,0.7741935483870968,31
2012-01-06 00:00:00,1.0,7,0.8108108108108109,37
2012-01-07 00:00:00,0.5,2,0.7948717948717948,39
2012-01-08 00:00:00,1.0,3,0.825,40
2012-01-09 00:00:00,0.8,5,0.8157894736842105,38
2012-01-10 00:00:00,1.0,1,0.8205128205128205,39
2012-01-12 00:00:00,1.0,1,0.825,40
2012-01-16 00:00:00,1.0,1,0.8205128205128205,39
2012-01-17 00:00:00,0.6666666666666666,3,0.8048780487804879,41
2012-01-19 00:00:00,0.0,1,0.7692307692307693,39
2012-01-20 00:00:00,1.0,1,0.775,40
2012-01-21 00:00:00,1.0,1,0.7804878048780488,41
2012-01-22 00:00:00,0.5,2,0.7674418604651163,43
2012-01-23 00:00:00,0.6,5,0.75,48
2012-01-24 00:00:00,1.0,1,0.7659574468085106,47
2012-01-27 00:00:00,1.0,1,0.8043478260869565,46
2012-01-28 00:00:00,0.5,2,0.7872340425531915,47
2012-01-29 00:00:00,1.0,1,0.7916666666666666,48
2012-01-30 00:00:00,1.0,1,0.782608695652174,46
2012-01-31 00:00:00,0.6666666666666666,3,0.782608695652174,46
2012-02-01 00:00:00,0.3333333333333333,3,0.7555555555555555,45
2012-02-03 00:00:00,1.0,1,0.717948717948718,39
2012-02-04 00:00:00,1.0,1,0.7368421052631579,38
2012-02-06 00:00:00,-0.3333333333333333,3,0.6060606060606061,33
2012-02-09 00:00:00,1.0,2,0.6060606060606061,33
2012-02-10 00:00:00,1.0,1,0.6176470588235294,34
2012-02-11 00:00:00,0.5,2,0.6111111111111112,36
2012-02-12 00:00:00,1.0,1,0.6216216216216216,37
2012-02-13 00:00:00,0.75,4,0.625,40
2012-02-14 00:00:00,1.0,2,0.6410256410256411,39
2012-02-15 00:00:00,1.0,1,0.65,40
2012-02-16 00:00:00,1.0,1,0.675,40
2012-02-17 00:00:00,1.0,3,0.6904761904761905,42
2012-02-18 00:00:00,1.0,3,0.7045454545454546,44
2012-02-19 00:00:00,1.0,4,0.7391304347826086,46
2012-02-20 00:00:00,1.0,3,0.7727272727272727,44
2012-02-22 00:00:00,0.0,1,0.75,44
2012-02-23 00:00:00,0.0,1,0.7333333333333333,45
2012-02-24 00:00:00,0.5,2,0.717391304347826,46
2012-02-26 00:00:00,0.5,2,0.7111111111111111,45
2012-02-27 00:00:00,1.0,3,0.723404255319149,47
2012-02-28 00:00:00,0.3333333333333333,3,0.7021276595744681,47
2012-03-01 00:00:00,0.5,2,0.717391304347826,46
2012-03-02 00:00:00,0.0,1,0.6956521739130435,46
2012-03-05 00:00:00,0.0,2,0.7272727272727273,44
2012-03-06 00:00:00,1.0,3,0.7446808510638298,47
2012-03-09 00:00:00,0.0,1,0.7111111111111111,45
2012-03-10 00:00:00,0.6666666666666666,3,0.717391304347826,46
2012-03-11 00:00:00,0.0,1,0.6956521739130435,46
2012-03-12 00:00:00,0.25,4,0.6521739130434783,46
2012-03-13 00:00:00,1.0,1,0.6444444444444445,45
2012-03-15 00:00:00,0.6666666666666666,3,0.6304347826086957,46
2012-03-17 00:00:00,1.0,3,0.6046511627906976,43
2012-03-18 00:00:00,0.0,2,0.5365853658536586,41
2012-03-19 00:00:00,0.3333333333333333,3,0.4878048780487805,41
2012-03-20 00:00:00,0.75,4,0.5111111111111111,45
2012-03-21 00:00:00,1.0,1,0.5333333333333333,45
2012-03-22 00:00:00,1.0,1,0.5555555555555556,45
2012-03-24 00:00:00,0.5,2,0.5555555555555556,45
2012-03-25 00:00:00,0.0,1,0.5454545454545454,44
2012-03-26 00:00:00,0.75,4,0.5333333333333333,45
2012-03-28 00:00:00,0.0,1,0.5348837209302325,43
2012-03-31 00:00:00,1.0,1,0.5609756097560976,41
2012-04-01 00:00:00,0.5,2,0.5581395348837209,43
2012-04-02 00:00:00,0.25,4,0.5555555555555556,45
2012-04-03 00:00:00,0.5,2,0.5227272727272727,44
2012-04-04 00:00:00,1.0,1,0.5333333333333333,45
2012-04-07 00:00:00,0.8571428571428571,7,0.5833333333333334,48
2012-04-08 00:00:00,0.6666666666666666,3,0.6,50
2012-04-09 00:00:00,0.0,2,0.6041666666666666,48
2012-04-11 00:00:00,0.0,2,0.5714285714285714,49
2012-04-12 00:00:00,0.9230769230769231,13,0.6440677966101694,59
2012-04-13 00:00:00,1.0,3,0.6612903225806451,62
2012-04-14 00:00:00,0.0,3,0.6129032258064516,62
2012-04-15 00:00:00,0.5,4,0.625,64
2012-04-16 00:00:00,0.625,8,0.6376811594202898,69
2012-04-17 00:00:00,0.6666666666666666,3,0.6323529411764706,68
2012-04-18 00:00:00,0.6666666666666666,3,0.6285714285714286,70
2012-04-19 00:00:00,1.0,1,0.6285714285714286,70
2012-04-21 00:00:00,1.0,1,0.6376811594202898,69
2012-04-22 00:00:00,0.5,2,0.6428571428571429,70
2012-04-23 00:00:00,0.6666666666666666,3,0.6376811594202898,69
2012-04-25 00:00:00,0.4,5,0.6301369863013698,73
2012-04-26 00:00:00,1.0,3,0.6447368421052632,76
2012-04-27 00:00:00,1.0,1,0.6493506493506493,77
2012-04-28 00:00:00,1.0,4,0.6625,80
2012-04-29 00:00:00,0.6666666666666666,6,0.6666666666666666,84
2012-04-30 00:00:00,0.3333333333333333,3,0.6746987951807228,83
2012-05-01 00:00:00,0.8,10,0.6923076923076923,91
2012-05-02 00:00:00,0.3333333333333333,3,0.6774193548387096,93
2012-05-03 00:00:00,1.0,4,0.6907216494845361,97
2012-05-04 00:00:00,0.5,2,0.6868686868686869,99
2012-05-05 00:00:00,0.75,4,0.6770833333333334,96
2012-05-06 00:00:00,0.5,2,0.6736842105263158,95
2012-05-07 00:00:00,0.75,8,0.693069306930693,101
2012-05-08 00:00:00,0.5,8,0.6788990825688074,109
2012-05-09 00:00:00,1.0,2,0.6972477064220184,109
2012-05-10 00:00:00,0.5,4,0.66,100
2012-05-11 00:00:00,1.0,2,0.6565656565656566,99
2012-05-12 00:00:00,0.3333333333333333,3,0.6666666666666666,99
2012-05-13 00:00:00,1.0,3,0.6836734693877551,98
2012-05-14 00:00:00,0.625,8,0.6836734693877551,98
2012-05-15 00:00:00,0.625,8,0.6796116504854369,103
2012-05-16 00:00:00,0.5,6,0.6698113207547169,106
2012-05-17 00:00:00,1.0,2,0.6728971962616822,107
2012-05-18 00:00:00,1.0,2,0.6788990825688074,109
2012-05-19 00:00:00,1.0,3,0.6846846846846847,111
2012-05-21 00:00:00,0.6363636363636364,11,0.6837606837606838,117
2012-05-22 00:00:00,0.8,5,0.6885245901639344,122
2012-05-23 00:00:00,0.0,1,0.6949152542372882,118
2012-05-24 00:00:00,1.0,1,0.6896551724137931,116
2012-05-25 00:00:00,1.0,1,0.6896551724137931,116
2012-05-26 00:00:00,1.0,3,0.6869565217391305,115
2012-05-27 00:00:00,1.0,5,0.7017543859649122,114
2012-05-28 00:00:00,1.0,3,0.7192982456140351,114
2012-05-29 00:00:00,0.75,8,0.7142857142857143,112
2012-05-30 00:00:00,0.75,4,0.7256637168141593,113
2012-06-01 00:00:00,0.5,4,0.7117117117117117,111
2012-06-02 00:00:00,0.0,1,0.7037037037037037,108
2012-06-03 00:00:00,0.0,5,0.6756756756756757,111
2012-06-04 00:00:00,0.875,8,0.6846846846846847,111
2012-06-05 00:00:00,0.75,4,0.7009345794392523,107
2012-06-06 00:00:00,0.8333333333333334,6,0.7027027027027027,111
2012-06-07 00:00:00,1.0,4,0.7207207207207207,111
2012-06-08 00:00:00,0.6666666666666666,3,0.7142857142857143,112
2012-06-09 00:00:00,1.0,2,0.7297297297297297,111
2012-06-10 00:00:00,0.6666666666666666,3,0.7207207207207207,111
2012-06-11 00:00:00,0.5,2,0.7238095238095238,105
2012-06-12 00:00:00,0.8,5,0.7352941176470589,102
2012-06-13 00:00:00,1.0,1,0.7525773195876289,97
2012-06-14 00:00:00,1.0,3,0.7551020408163265,98
2012-06-15 00:00:00,0.6666666666666666,3,0.7474747474747475,99
2012-06-16 00:00:00,0.6,5,0.7326732673267327,101
2012-06-17 00:00:00,1.0,4,0.7428571428571429,105
2012-06-18 00:00:00,0.5,4,0.7448979591836735,98
2012-06-19 00:00:00,0.6666666666666666,6,0.7373737373737373,99
2012-06-20 00:00:00,0.4,5,0.7281553398058253,103
2012-06-21 00:00:00,1.0,4,0.7358490566037735,106
2012-06-22 00:00:00,0.8,5,0.7363636363636363,110
2012-06-23 00:00:00,1.0,4,0.7387387387387387,111
2012-06-24 00:00:00,1.0,3,0.7339449541284404,109
2012-06-25 00:00:00,0.3333333333333333,9,0.6956521739130435,115
2012-06-26 00:00:00,0.5,4,0.6846846846846847,111
2012-06-27 00:00:00,1.0,2,0.6880733944954128,109
2012-06-28 00:00:00,1.0,2,0.6936936936936937,111
2012-06-29 00:00:00,1.0,2,0.7064220183486238,109
2012-06-30 00:00:00,1.0,5,0.7256637168141593,113
2012-07-01 00:00:00,0.5,6,0.7456140350877193,114
2012-07-02 00:00:00,0.6666666666666666,6,0.7321428571428571,112
2012-07-03 00:00:00,0.4,5,0.7168141592920354,113
2012-07-04 00:00:00,1.0,3,0.7181818181818181,110
2012-07-05 00:00:00,0.75,8,0.7105263157894737,114
2012-07-06 00:00:00,1.0,5,0.7241379310344828,116
2012-07-07 00:00:00,0.6,10,0.7096774193548387,124
2012-07-08 00:00:00,0.5,8,0.6976744186046512,129
2012-07-09 00:00:00,0.5454545454545454,11,0.6884057971014492,138
2012-07-10 00:00:00,1.0,7,0.7,140
2012-07-11 00:00:00,0.7142857142857143,7,0.6986301369863014,146
2012-07-12 00:00:00,1.0,4,0.7006802721088435,147
2012-07-13 00:00:00,0.8333333333333334,6,0.7066666666666667,150
2012-07-14 00:00:00,1.0,5,0.72,150
2012-07-15 00:00:00,0.6666666666666666,3,0.7114093959731543,149
2012-07-16 00:00:00,0.8333333333333334,6,0.7218543046357616,151
2012-07-17 00:00:00,0.38461538461538464,13,0.6962025316455697,158
2012-07-18 00:00:00,0.7142857142857143,7,0.70625,160
2012-07-19 00:00:00,0.6666666666666666,3,0.6981132075471698,159
2012-07-20 00:00:00,0.8,5,0.6981132075471698,159
2012-07-21 00:00:00,0.8,5,0.69375,160
2012-07-22 00:00:00,1.0,3,0.69375,160
2012-07-23 00:00:00,0.14285714285714285,7,0.689873417721519,158
2012-07-24 00:00:00,0.8,10,0.7012195121951219,164
2012-07-25 00:00:00,0.6666666666666666,6,0.6964285714285714,168
2012-07-26 00:00:00,0.6666666666666666,6,0.6918604651162791,172
2012-07-27 00:00:00,1.0,2,0.6918604651162791,172
2012-07-28 00:00:00,0.5,2,0.6804733727810651,169
2012-07-29 00:00:00,0.8333333333333334,6,0.6923076923076923,169
2012-07-30 00:00:00,0.8,10,0.6994219653179191,173
2012-07-31 00:00:00,0.8,10,0.7134831460674157,178
2012-08-01 00:00:00,0.8571428571428571,7,0.7142857142857143,182
2012-08-02 00:00:00,0.6,5,0.7094972067039106,179
2012-08-03 00:00:00,1.0,2,0.7045454545454546,176
2012-08-04 00:00:00,0.8,5,0.7134502923976608,171
2012-08-05 00:00:00,1.0,1,0.725609756097561,164
2012-08-06 00:00:00,0.8,10,0.7423312883435583,163
2012-08-07 00:00:00,0.2,5,0.7142857142857143,161
2012-08-08 00:00:00,1.0,4,0.7215189873417721,158
2012-08-09 00:00:00,0.5,4,0.7088607594936709,158
2012-08-10 00:00:00,0.6,5,0.7006369426751592,157
2012-08-11 00:00:00,1.0,2,0.6948051948051948,154
2012-08-12 00:00:00,1.0,8,0.710691823899371,159
2012-08-13 00:00:00,0.5454545454545454,11,0.6951219512195121,164
2012-08-14 00:00:00,0.8333333333333334,6,0.7261146496815286,157
2012-08-15 00:00:00,0.7142857142857143,7,0.7261146496815286,157
2012-08-16 00:00:00,0.6666666666666666,9,0.7239263803680982,163
2012-08-17 00:00:00,0.8,5,0.7239263803680982,163
2012-08-18 00:00:00,1.0,3,0.7267080745341615,161
2012-08-19 00:00:00,0.5,2,0.71875,160
2012-08-20 00:00:00,0.6,5,0.740506329113924,158
2012-08-21 00:00:00,0.8,10,0.740506329113924,158
2012-08-22 00:00:00,1.0,5,0.7515923566878981,157
2012-08-23 00:00:00,0.8333333333333334,6,0.7579617834394905,157
2012-08-24 00:00:00,1.0,3,0.759493670886076,158
2012-08-25 00:00:00,0.75,4,0.7625,160
2012-08-26 00:00:00,0.5,4,0.7531645569620253,158
2012-08-27 00:00:00,0.7333333333333333,15,0.7484662576687117,163
2012-08-28 00:00:00,0.7777777777777778,9,0.7469135802469136,162
2012-08-29 00:00:00,0.375,8,0.7239263803680982,163
2012-08-30 00:00:00,0.8,5,0.7300613496932515,163
2012-08-31 00:00:00,0.5,4,0.7212121212121212,165
2012-09-01 00:00:00,0.875,16,0.7329545454545454,176
2012-09-02 00:00:00,1.0,2,0.7344632768361582,177
2012-09-03 00:00:00,0.7,10,0.7288135593220338,177
2012-09-04 00:00:00,0.8,5,0.7457627118644068,177
2012-09-05 00:00:00,0.5,4,0.7344632768361582,177
2012-09-06 00:00:00,0.5,4,0.7344632768361582,177
2012-09-07 00:00:00,0.8,5,0.7401129943502824,177
