LISTING_ID,LISTING_NAME,ROOM_TYPE,nps_total,reviews_total
6867552,Balkonwohnung am Friedrichshain,Entire home/apt,1.0,1
6874816,Two nice rooms in x-berg 36,Private room,1.0,2
6931661,Apartment 2 rooms - Prenzlauer Berg,Entire home/apt,0.125,8
6962713,2-Zimmer Altbauwohnung in Neukölln,Entire home/apt,0.0,1
6963584,"Fabulous, Cute & Calm in Neukölln",Entire home/apt,0.75,4
6970346,2 Raumwhg. im Friedrichshain,Entire home/apt,0.2857142857142857,7
7037153,HIDE AWAY IN CHARLOTTENBURG (CITY WEST),Private room,0.25,72
7048411,"Small, but fine-8m² Berlin",Private room,0.4418604651162791,129
7078044,Sonniger Altbau mitten in Berlin,Entire home/apt,0.15789473684210525,19
7107468,Sanierte Altbau Wohnung,Private room,0.375,8
7111912,Cozy room in Miete Berlin,Private room,1.0,1
7169982,Small apartment near large park,Entire home/apt,1.0,1
7171676,Cozy room in a nice apartment!,Private room,0.782608695652174,23
7209834,Cosy & Quiet Apartment with Balcony,Entire home/apt,0.5,4
7219506,Spacious & Sunny Apartment in the Heart of Berlin,Entire home/apt,0.8888888888888888,9
7361753,Schöne 2 Zimmer Wohnung mit Balkon,Entire home/apt,0.8888888888888888,9
7409992,Zimmer in schöner WG in Kreuzberg,Private room,1.0,1
7451718,"Ruhige möbl. 2 ZiHH Gartenwohnung Kudammnähe, 65m2",Entire home/apt,0.6666666666666666,3
7465286,Bright room with terrace,Private room,0.0,1
7488011,"Quite, Central, Cosy, Görlitzer Park, 26sqm",Private room,0.3333333333333333,3
7495977,Sunny 3 room apartment with balcony,Entire home/apt,0.0,1
7505392,Modern Large and Sunny Apartment,Entire home/apt,0.0,1
7541406,Balkon zum Garten,Private room,0.3333333333333333,3
7550716,Room in a lively area of Berlin Mitte,Private room,0.0,2
7568228,"Helle, ruhige Wohnung in Seenähe",Private room,0.4,5
7575270,Spacious room in vibrant Neukölln,Private room,0.7142857142857143,7
7606894,Big and quiet apartment in Berlin,Entire home/apt,0.5,2
7607717,Beautiful room near Kollwitzplatz,Private room,0.4411764705882353,34
7630614,Luxury Miniloft Prenzlauer Berg,Entire home/apt,1.0,2
7632641,3room 85m² flat with balcony!,Entire home/apt,0.6666666666666666,3
7642982,cozy | central | clean,Entire home/apt,0.5,30
7650739,big comfortable room near center,Private room,0.3076923076923077,13
7709357,NO_TTIP,Entire home/apt,0.0,1
7713626,Kudamm. City-West. Cozy Place!! :-),Entire home/apt,0.0,2
7726077,Casa Fantastica,Entire home/apt,0.35,20
7755485,Street view in heart of Kreuzberg,Entire home/apt,0.6666666666666666,3
7767933,Cosy room in centre of Kreuzberg,Private room,1.0,1
7770119,beautiful room with balcony,Private room,0.0,1
7773309,Lovely and sunny Family-Apartment,Entire home/apt,1.0,1
7778739,"Große,schöne,zentrale 2-Zi Whg/4P",Entire home/apt,0.5,2
7798240,quiet Flat at Tempelhofer Feld,Entire home/apt,0.0,3
7800129,Nice 56 m² Flat,Entire home/apt,0.14285714285714285,7
7806721,Ruhiges Zimmer nahe Berlin  Südkreuz,Private room,0.4024390243902439,164
7815882,Beautiful flat in Ostkreuz,Entire home/apt,0.5,2
7819840,Cosy room in the centre of NeuKölln,Private room,0.5,2
7850853,Bright and peaceful Room in Berlin,Private room,0.6666666666666666,3
7885092,Cosy Room for 1-2 persons including balcony,Private room,0.4166666666666667,12
7895433,1-Raum-Wohnung zentrumsnah,Private room,0.0,1
7905519,Cozy little apartment in FH-K,Entire home/apt,0.4016393442622951,122
7932105,Großes Altbauzimmer im Zentrum,Private room,0.4,25
7936990,Sunny appartment in Prenzlauer Berg,Entire home/apt,0.5789473684210527,19
7945656,Sunny Apartment in Friedrichshain,Private room,1.0,1
8033284,Charming&Delightful Flat in Berlin,Entire home/apt,0.3125,96
8044239,Cosy Room close to the Center,Private room,1.0,1
8057477,75 Inch TV and  Sky - Entire Apartment,Entire home/apt,0.6086956521739131,46
8121129,Spacious and exclusive room in Berlin city centre,Private room,0.5,2
8147477,Room in the heart of Kreuzberg,Private room,1.0,1
8161139,Welcome to Neukölln,Private room,1.0,1
8171288,"Pretty Studio CITY CENTRE, xberg",Entire home/apt,0.5454545454545454,22
8175604,Beautiful Apartment,Entire home/apt,0.0,1
8188108,Nice room in the center of Berlin!,Private room,0.5,4
8189861,Shared flat in the heart of Xberg,Private room,0.0,5
8229527,Cozy Place in the Heart of Neukölln,Entire home/apt,1.0,1
8244445,Nice bedroom in a shared flat!!,Private room,0.5,2
8254243,"Big, Sunny Room in Neukölln",Private room,0.0,1
8266446,room 22qm + 61qm to share in a big flat (290qm),Private room,0.26582278481012656,79
8296389,Cozy City Apartment Prenzlauer Berg,Entire home/apt,0.6097560975609756,41
8323048,Wohnung in Berlin Mitte,Entire home/apt,0.0,1
8382858,Checkpoint Charlie: your lovely private room,Private room,0.6190476190476191,21
8395094,on top of the roofs closeby Hasenheide,Entire home/apt,0.5,12
8411270,Charming sunny flat with a great view and balcony,Entire home/apt,0.5,32
8420735,Neukölln - schönes Zimmer in 2-er WG,Private room,0.8,5
8420919,Cosy room in nice Neighborhood,Private room,1.0,2
8432917,Cozy room in our Altbauwohnung,Private room,0.375,8
8450482,"bright, central 2BD, high ceilings",Entire home/apt,1.0,3
8469891,Modern Loft in Kreuzberg,Entire home/apt,0.7159763313609467,169
8481531,"Kreuzberg, Berlin - ca. 1880 - Beautiful! (Clean!)",Entire home/apt,0.6935483870967742,62
8501520,Private Bathroom and Room in hip City Centre,Private room,0.38202247191011235,89
8554459,"Neukölln ""hautnah"" - comfy place in Reuterkiez",Private room,0.4,5
8579546,Sunny location at Prenzlauer Berg,Entire home/apt,0.0,1
8706589,Cosy 56m2 maisonette next to Spree,Entire home/apt,1.0,1
8712034,1-Zimmer Apartment 2 Pers.,Entire home/apt,0.5,4
8716837,Sunny Apartment / sonnige Wohnung,Entire home/apt,0.6666666666666666,3
8787571,Your home away from home,Private room,0.0,1
8853934,Flat at the Landwehrkanal only for cat’s lovers,Entire home/apt,0.5555555555555556,27
8882726,Spacious Family Flat near Kreuzberg,Entire home/apt,1.0,1
8887256,Top apartment in a dreamlike old villa + park view,Entire home/apt,0.5789473684210527,57
8893589,Large room / glazed balcony+garden,Private room,0.6666666666666666,3
8898967,"Cosy, Central, Cute: choose 3",Private room,0.5,2
8927974,Berlin@its best: central&cozy room,Private room,0.6744186046511628,43
8936326,1 Zimmer in 2 Zimmer Wohnung zu vermieten.,Entire home/apt,0.4166666666666667,12
8946571,Cheap&Nice FriedrichShain apartment,Entire home/apt,1.0,1
9021606,"Central, Sunny. Loft with View",Entire home/apt,0.6666666666666666,3
9056365,Great location and a beautiful room,Private room,1.0,4
9060504,Central Apartment - Alexanderplatz,Entire home/apt,0.8,5
9062672,Direct in the heart of Berlin,Entire home/apt,0.43103448275862066,58
9243920,Lovely Room in Friedrichshain near Ostkreuz,Private room,0.6666666666666666,3
9296950,"CENTRALLY LOCATED, LUXURY FURNISHED",Entire home/apt,1.0,1
9412596,Second floor apartment for you,Entire home/apt,0.5,2
9423319,Cosy Flat at Prenzlauer Berg,Entire home/apt,0.38461538461538464,26
9484989,M1 Best Location Bergmann Kreuzberg,Entire home/apt,0.3333333333333333,3
9598101,Large room directly in the centre,Private room,0.42857142857142855,49
9610228,Lovely central room in Berlin-Mitte,Private room,0.25,4
9648387,Gemütlich-zentrale Wohnung in Pberg,Entire home/apt,1.0,2
9649234,Apartment in Berlin,Private room,1.0,1
9686931,City Center Room in Berlin / in der Innenstadt,Private room,0.7333333333333333,15
9689519,Fontane Studio | Kreuzberg Südstern,Entire home/apt,0.4672489082969432,229
9708953,Huge flat - Eberswalder U2,Entire home/apt,1.0,1
9750755,Cozy flat in the heart of Berlin!,Entire home/apt,0.6666666666666666,12
9781655,Sonnige Dachwohnung mit Balkon,Entire home/apt,0.4090909090909091,22
9798793,Cozy flat near Friedrichshain,Entire home/apt,1.0,3
9820700,Cozy & Bright Apartment in Kreuzberg,Entire home/apt,0.625,40
9831333,Beautiful 1 BR apt with office,Entire home/apt,1.0,1
9832541,Oasis in the heart of Westberlin,Private room,0.6666666666666666,6
9856117,Single Room near to exotic Wannsee,Private room,1.0,1
9879262,Maisonette Wohnung am Traveplatz,Entire home/apt,1.0,1
9940785,Großes Zimmer in 'ner Riesenwohnung,Private room,0.45454545454545453,11
9973423,Schöner wohnen im Prenzlauer Berg,Entire home/apt,0.6666666666666666,3
9981848,25 m² Zimmer in Altbauwohnung direkt am Ku'damm,Private room,0.0,10
10034509,"Cosy flat very central, in quiet area",Entire home/apt,0.5,8
6098179,"6-Bedroom mixed, Ensuite , TV No. 3",Shared room,0.5370370370370371,54
6160249,Beautiful apartment with a great terrace,Entire home/apt,0.41379310344827586,29
10111077,Nice apart. 5 minutes from KADEWE,Private room,1.0,1
35248233,Wunderschöne 1-Zimmer Wohnung im Vintage Style,Entire home/apt,0.6666666666666666,3
35305162,Cozy central flat in Charlottenburg & bikes,Private room,0.3684210526315789,19
35348359,"Privat Bright Room absolutly hygienic, desinfected",Private room,0.22857142857142856,35
35455790,Stadtvilla,Private room,0.5,2
35463091,"Ruhige, moderne Wohnung im Westteil Berlins",Entire home/apt,0.6,5
35485930,Studio Summer Vibes in Berlin-Karlshorst,Entire home/apt,0.2692307692307692,26
35535525,Home sweet Home,Entire home/apt,0.0,11
35570122,ruhiges Zimmer in zentraler Lage,Private room,0.35714285714285715,14
35602925,Cozy Apartment in the heart of Berlin,Entire home/apt,0.5555555555555556,9
35639866,1460 sqft near Castle Charlottenburg,Entire home/apt,1.0,1
35648737,Big and bright room in central shared apartment,Private room,0.42857142857142855,7
35660219,The heart of Friedrichshain - Louminious 45m²,Entire home/apt,0.5454545454545454,11
35674228,Double-room with Piano in Prenzlauer Berg,Entire home/apt,0.5,16
35708377,"Family Apartment in quiet area, central",Entire home/apt,0.0,1
35760488,Comfort in the heart of Berlin,Private room,0.0,3
35815972,Private 6 Bedroom Ensuite,Hotel room,0.3695652173913043,46
35840916,Big flat in the heart of the Neukölln,Private room,0.6666666666666666,6
35847712,Lovely apartment in Berlin near to the city,Entire home/apt,1.0,2
35854339,8-Beautiful double room apartment in Schöneberg,Entire home/apt,0.6666666666666666,3
35987131,Entire family flat in Neukölln/Körnerkiez,Entire home/apt,0.2,5
36064010,Simple appartement in the heart of Prenzlauer Berg,Entire home/apt,0.25,4
36092972,Cozy and zen home in the beautiful Prenzlauer berg,Entire home/apt,1.0,3
36125065,Cozy family home in Neukölln,Entire home/apt,0.0,1
36165869,Kiez Box 2 von 6,Private room,0.5,10
36207772,Kiez Box 5 von 6,Private room,0.8333333333333334,6
36223506,"Modernisierte 2 Zimmer Altbauwohnung, Zentrumsnah",Entire home/apt,1.0,2
36253267,20qm-Zimmer in zentraler Lage am Hermannplatz,Private room,0.0,2
36268374,A PLACE TO ENJOY AND REST AFTER A LONGDAY. SAFE 2B,Private room,0.6086956521739131,23
36310423,Nette Maisonette Wohnung für dich& deine liebenden,Entire home/apt,0.37142857142857144,70
36337301,Cosy apartment around the corner from Tempelhof,Entire home/apt,0.7142857142857143,7
36349233,Modern and white apartments in front of Zoo,Private room,1.0,2
36355495,The Wooden  Room,Private room,1.0,4
36378196,"Mitten in Mitte: super central, but quiet &balcony",Entire home/apt,0.75,4
36407792,Cozy nest in the middle of vibrant Berlin Mitte,Entire home/apt,1.0,4
36438275,"Lovely, cosy room in Prenzlauer Berg next to tram",Private room,0.5833333333333334,12
36539838,★★★★★ COZY FLAT IN THE HEART OF BERLIN ★★★★★,Entire home/apt,0.5,4
36547661,Berlin Kreuzberg Skalitzerstraße,Private room,1.0,4
36612997,Ferienwohnung im grünen Norden von Berlin,Entire home/apt,0.05555555555555555,36
36616046,"Apartments ""Christie"" nähe Ku' Damm",Entire home/apt,-0.14285714285714285,7
36649452,Luxury late 19th century apartment in Berlin Mitte,Entire home/apt,0.5555555555555556,9
36658774,URBAN GLAMOUR WITH MINIMALIST STYLE,Entire home/apt,0.5,2
36665143,Cozy flat in Neukölln - ideal for singles/couples,Entire home/apt,0.5,2
36665282,small cozy room ~ in big shared artist flat,Private room,1.0,1
36667330,Großes Zimmer im Herzen Berlins,Private room,0.5,2
36682991,Helle 2- Zimmer Wohnung in zentraler Lage,Entire home/apt,0.5,2
36690461,In the middle of Berlin - Cozy and nice room,Private room,0.8888888888888888,9
36697748,"Spacious, bright apartment in the center of Fhain",Entire home/apt,0.6875,16
36748398,Modernes & idyllisches Apartment am Wasser (EG),Entire home/apt,0.0,20
36754449,gemütliches Maisonette Zimmer Nähe Mauerpark,Private room,0.2839506172839506,81
36758828,cosy bright room,Private room,0.2857142857142857,7
36806963,Wohnung mit Spreeblick direkt am Ostkreuz,Entire home/apt,0.6666666666666666,3
36839799,Klixi mit Balkon,Private room,0.3333333333333333,6
36839962,NEW FANCE FLAT CITY CENTER MITTE BEST LOCATION,Entire home/apt,0.45714285714285713,35
36859573,BERLIN - 190 NATIONS IN JUST ONE CITY!,Entire home/apt,-0.2,5
36875014,Big  room Friedrichshain,Private room,0.6071428571428571,28
36895923,Generator Mitte - Junior Suite – Private Terrace,Private room,-0.16666666666666666,6
36896453,FeelLocalinBerlinNeukölln,Private room,1.0,4
36909341,Private room in cozy flatshare with garden!,Private room,0.75,4
36931004,Bright and quiet private room in Berlin Tempelhof.,Private room,0.2,5
36942479,"Cozy room in Friedrichshain, Boxhagener Str.",Private room,0.6470588235294118,17
36971971,Cozy loft near to city center,Entire home/apt,0.0,1
37010214,Industrial Design Apartment - next to the lake,Entire home/apt,0.2727272727272727,11
37107829,large room+huge balcony+splendid view+own bathroom,Private room,0.6666666666666666,3
37135857,L- 6 IN THE CITY - K674,Entire home/apt,0.4782608695652174,23
37166338,Your Room - New // private // quiet,Private room,1.0,3
37279689,"Cozy ""Belétage""-flat near Tempelhofer Feld",Private room,1.0,1
37289543,Cozy Room in Kreuzkölln,Private room,0.5,2
37292670,Unterkunft nähe Alexanderplatz,Entire home/apt,-0.3333333333333333,3
37307452,AMAZING APT AT THE ERNST-REUTER-PLATZ WITH BALCONY,Entire home/apt,0.625,8
37354232,Beautiful and quiet room in the heart of Kreuzberg,Private room,0.3333333333333333,3
37412496,Attic studio with sauna (marvellously located),Entire home/apt,0.5833333333333334,48
37425228,Sofabed on Private Room,Private room,0.5,8
37486460,Stunning 2 room flat with Spree river view,Entire home/apt,0.6111111111111112,18
37486999,Berliner Vintage Altbau in Altstadt West (Moabit),Private room,0.5625,16
37487648,Im Herze von Berlin,Private room,0.45454545454545453,11
37490121,Cosy quite Apartment Prenzlauer Berg,Entire home/apt,0.35714285714285715,14
37535381,Spacious 1 Bedroom apartment in Neukölln,Entire home/apt,0.8333333333333334,6
37553401,Beautiful apartment for family and friends,Private room,0.0,1
37587799,glorious cloud apartment,Entire home/apt,0.35,40
37593421,Lovely studio apartment with loft bed,Entire home/apt,0.8,5
37738934,For the connoisseur.,Private room,1.0,5
37796128,One room apartment in lively Friedrichshain,Entire home/apt,0.75,4
37798910,1-Zimmer-Wohnung im Bergmannkiez,Entire home/apt,0.8,5
37833090,Berlins grüne Seite. Wohlfühlen und Entspannen.,Entire home/apt,0.6666666666666666,3
37846100,Romantische Ruheoase: Bauwagen im Wald mit Kamin,Private room,0.11538461538461539,26
37873601,Ruhige Wohngegend 20 min von den Hotspots,Private room,0.2916666666666667,24
37893896,Penthouse Wohnung an der Spree,Entire home/apt,1.0,1
37962902,Modern new apartment,Entire home/apt,1.0,5
37963289,"Beautiful, Relaxing Home in the heart of Berlin",Private room,1.0,6
37965534,"spacious 2 bedroom apartment, best location",Entire home/apt,1.0,2
37967620,HOLI DAY Spa Appartement,Entire home/apt,0.3157894736842105,19
38044285,Bright room in big apartment in Pankow,Private room,1.0,1
38052123,Dachgeschosswohnung in Kreuzberg,Entire home/apt,1.0,2
38084680,Centrally Located Cosy Bedroom,Private room,0.7142857142857143,7
38176572,"Luxury room, relax in communist chic",Private room,0.5,2
38179738,Charmantes Zimmer im schönen Friedenau,Private room,0.3333333333333333,6
38186493,A cozy room in the south of Berlin,Private room,1.0,2
38190010,Spacious and calm room in Prenzlauerberg,Private room,0.6382978723404256,47
38223704,Lovely big & bright room (25sm),Private room,1.0,3
38254770,Beautiful room in Schöneberg with a balcony,Private room,0.6428571428571429,14
38279346,Cozy flat near the park,Entire home/apt,0.3,50
38289347,★ Renovated Flat & Garden in central location ★,Entire home/apt,0.0,2
38352892,Sharing bedroom with host near Alexanderplatz!,Shared room,0.4166666666666667,48
38473876,"Unterkunft in ""Tiergarten""",Entire home/apt,1.0,2
38542611,Budget stay - crash on my comfy sofa bed!,Shared room,0.2857142857142857,7
38574200,Quiet Oasis in Prenzlauer Berg,Entire home/apt,1.0,1
38614715,Artistic Studio Flat by Mauerpark (PrenzlauerBerg),Entire home/apt,0.43902439024390244,41
38632288,Sunny 4 room GEM in city center,Entire home/apt,1.0,4
38687139,"Central and calm room, perfect to discover Berlin!",Private room,0.631578947368421,19
38720233,Neu eingerichtet Ferienwohnung in Spandau,Entire home/apt,0.0,7
38809843,"Spa, Kamin, Dachterrasse, Spielhaus, Parkplatz",Entire home/apt,0.3333333333333333,3
38860771,Einzelzimmer im Buddhistischem Zentrum / Westend,Private room,0.07142857142857142,14
38868873,Ruhige Hinterhauswohnung im Prenzlauer  Berg,Entire home/apt,0.4,5
38875119,"Habitación privada en Prenzlauerberg, Berlin",Private room,0.3333333333333333,6
38887316,Bright apartment – high quality renovated!,Entire home/apt,0.0,1
38893047,Doppelbett im  Dachgeschoss im Fliegerviertel,Private room,0.3333333333333333,3
38946953,Eigene ruhige Oase im Zentrum Berlins + Ausblick,Entire home/apt,0.18518518518518517,27
38997504,Nahe Ringbahn: Homeoffice geeignet und zentral,Private room,0.5384615384615384,13
39147733,Modern room in the city center of Friedrichshain,Private room,1.0,3
39192487,Your favourite Place. Berlin Friedrichshain.,Private room,1.0,4
39263651,Cosy weell situated room next to TXL and Hbf,Private room,1.0,2
39275747,Cosy and sunny One Bedroom apartment,Entire home/apt,1.0,6
39307004,100 sqm apartment on Winterfeldtplatz/Akazienkiez,Entire home/apt,1.0,1
39335762,"NEW APARTMENT in the Mitte Berlin for 8, WiFi",Entire home/apt,0.6470588235294118,17
39441260,Sunny and cozy loft! 20 minutes from Alex,Entire home/apt,0.0,1
39493669,Nähe Flughafen Tegel,Entire home/apt,0.0,2
39560057,Cosy room-lively area of Neukölln-culture life,Private room,0.36363636363636365,11
39571870,"Beautiful sunny flat, Neukölln/Tempelhof",Entire home/apt,0.5,4
39580408,Apartment with 2 Balconies next to Mauerpark,Entire home/apt,0.390625,64
39581586,Gemütliches Zimmer am Prenzlauer Berg mit Balkon,Private room,0.25,8
39622669,Beautiful Apartment w sunny Balcony in Kreuzberg,Entire home/apt,0.7222222222222222,18
39640383,20m² Zimmer am Rosenthaler Platz,Private room,0.6206896551724138,29
39660775,Beautiful room in heart of vibrant Friedrichshain,Private room,0.6,5
39666071,Bright & Modern 1-Bedroom Apartment with Balcony,Entire home/apt,0.42857142857142855,56
39670490,artistic apartment in the wild wedding,Entire home/apt,0.0,3
39671724,Apartment in Berlin,Entire home/apt,0.06666666666666667,15
39689152,Bright & cozy apartment / Helle Altbauwohnung,Entire home/apt,0.75,4
39716676,"Charmant und großzügig, perfekt gelegen, sonnig...",Entire home/apt,0.0,1
39746252,"Gemütliches, schlichtes Privatzimmer für 1-2 Pers.",Private room,1.0,2
39791876,Central located apartment!,Entire home/apt,0.4,5
39816784,*** Voll ausgestattetes Zimmer in 2er Apt. ***,Private room,1.0,1
39829575,A quiet room with good connections,Private room,0.0,5
39834149,Wohlfühloase direkt am Schloss Charlottenburg,Entire home/apt,0.0,1
39886151,Deluxe Suite with Balcony in Prenzlauer Berg,Entire home/apt,0.36065573770491804,61
39920013,"25 qm private room,near the airport ,train station",Private room,0.6666666666666666,9
39966978,Großes Zimmer im Herzen Berlins,Private room,1.0,3
39980219,24sqm old building room direct at Görlitzer Park,Private room,0.5142857142857142,35
39983317,Private room close to Alexanderplatz,Private room,1.0,2
39998645,Zimmer im Prenzlauer Berg,Private room,0.5,2
40004020,Prenzlauer Berg - Gemütliches Studentenzimmer,Private room,0.16666666666666666,24
40098558,Nette Unterkunft für längere Aufenthalte,Entire home/apt,0.5,2
40110399,LoftBrücke - Loft am Platz der Luftbrücke,Entire home/apt,0.5625,32
40178648,Spacious Room in a Big Flat in Friedrichshain,Shared room,0.5,2
40190560,Designapartment in Silicon Allee Campus,Entire home/apt,0.5,2
40230402,Modern Flat Apartment in Sonnenallee for 3 Persons,Entire home/apt,0.0,1
40233744,Spacious room in Berlin Schöneberg,Private room,0.7647058823529411,17
40273683,#104 Be my guest,Private room,0.75,4
40275510,MontCalm. Ideal location and comfortable stay.,Entire home/apt,1.0,1
40278539,Just a Room in Friedrichshain,Private room,1.0,1
40282590,#107 Be my guest,Entire home/apt,0.39473684210526316,38
40337158,"Süße, ruhige, zentrale 2 Zimmerwohnung, Bad, Küche",Entire home/apt,0.5,4
40337608,Cozy & quiet centrally located new apartment,Entire home/apt,0.0,1
40363358,gemütliche Wohnung im Herzen von Berlin,Entire home/apt,0.0,3
40387525,Perfect place in Charlottenburg,Private room,1.0,1
40390728,Bright & Chic Apartment: Central Berlin Kreuzberg,Entire home/apt,0.6666666666666666,6
40392165,super cozy room in the very Center of Berlin,Private room,1.0,1
40423795,110m2 flat in Neukölln with living room,Entire home/apt,0.0,2
40450975,"Bright, Spacious and Minimal Kreuzkölln Apartment",Private room,1.0,1
40463858,"schönes, ruhiges und lichtdurchflutetes Zimmer",Private room,0.3333333333333333,27
40497590,A lovely and cozy penthouse in Prenzlauer Berg,Entire home/apt,0.5,2
40500662,"Sehr zentrales, gemütliches Zimmer in Kreuzberg",Private room,0.5,2
40509483,Lovely apartment in the middle of Kreuzberg!,Entire home/apt,1.0,1
40522022,Ruhiges Appartement in Prenzlauerberg,Entire home/apt,0.0,1
40527823,Moblilierte Zimmer (3 Einzelbetten),Private room,1.0,2
40527942,Spacious & Bright King-Size Room in Best Location,Private room,0.6666666666666666,12
40532902,"Bright, cosy, large room in Prenzlauer Berg",Private room,0.5,2
40606819,Wohnung am Tierpark,Entire home/apt,0.75,4
40610629,"Stylish new design flat, city center Boxhagener St",Entire home/apt,1.0,4
40617969,Helles Studio am Wasser in Köpenick - Apt. no. 7,Entire home/apt,0.2,5
40618497,Helles Studio am Wasser in Köpenick - Apt. no. 13,Entire home/apt,0.25,4
40618561,Helles Studio am Wasser in Köpenick - Apt. no. 14,Entire home/apt,0.2857142857142857,7
40619153,Helles Studio am Wasser in Köpenick - Apt. no. 16,Entire home/apt,0.0,5
40652095,Cosy studio in Prenzlauer Berg,Entire home/apt,0.25,4
40685395,Charming and trendy room in beautiful Moabit,Private room,1.0,1
40691824,Relaxed design retreat in Friedrichshain,Entire home/apt,0.75,4
40698789,Silver Dreams Apartment in Berlin,Entire home/apt,0.16279069767441862,43
40699884,Studio-Apartment Marrakech,Entire home/apt,0.21428571428571427,42
40716707,Gemütliche Stadtwohnung im Herzen Berlins,Entire home/apt,0.0,1
40719186,★Modern Room In Trendiest Part of Kreuzberg ★,Entire home/apt,1.0,1
40741981,Spacious room close to hip Boxhagener Platz,Private room,0.25,4
40744982,Tolle Wohnung in Berlin Lankwitz mit Top Anbindung,Entire home/apt,0.38461538461538464,13
40770644,Design-Penthouse  mit Südbalkon im Szene-Bezirk,Entire home/apt,0.3333333333333333,3
40813934,Lovely designed apartment,Entire home/apt,0.0,1
40837739,riesiges Privatzimmer zum Wohlfühlen,Private room,0.0,1
40872997,****City flat . Registration possible****,Entire home/apt,0.5,2
40885284,Sweet and cozy apartment in the heart of Neukölln,Private room,1.0,1
40907670,Calm and Cosy Room,Private room,0.6,5
40969555,"Sanierte, ruhige & süße Wohnung in Prenzlauer Berg",Entire home/apt,1.0,2
41007792,Cosy flat center of Berlin,Entire home/apt,1.0,1
41073093,BEST LOCATION - BEST VIEW - NICE PRICE (870302),Entire home/apt,0.3333333333333333,24
41079277,2 Zimmer in Altbauwohnung in Berlin-Friedenau,Private room,0.36363636363636365,11
41085720,Neukölln flat,Private room,1.0,2
41131502,Luxurous Penthouse,Entire home/apt,0.18181818181818182,11
41168410,Cozy Room Close to the City Center,Private room,1.0,1
41173528,Nettes apartement Nähe city,Entire home/apt,1.0,2
41189885,High End Super Quiet Flat in Berlin-Center,Entire home/apt,0.0,3
41223761,Gemütliches Apartment-Zimmer in Berlin-Wedding,Private room,-0.5,2
41258143,Beautiful flat next to a lake,Entire home/apt,1.0,1
41306967,.Comfortable Private Room Nr. 6,Private room,0.6818181818181818,22
